0.336892	1.000000	0.960911	0.906459	0.826547	0.699088	0.712358	0.520451	0.612916	0.561655	0.55507	0.538366	0.212807	0.488036	0.433946	0.408022	0.345709	0.341444	0.358973	0.176619	0.323277	0.283872	0.270933	0.276522	0.14458	0.245582	0.198235	0.216857	0.164065	0.208388	0.201143	0.129374	0.174138	0.156871	0.141468	0.150562	0.113898	0.147243	0.1186	0.144085	0.126516	0.138951	0.135474	0.106952	0.111529	0.0984674	0.0944212	0.093474
1.000000	0.305485	0.974853	0.927331	0.868501	0.786949	0.658744	0.675297	0.483651	0.580196	0.530845	0.527999	0.517346	0.193165	0.470248	0.41268	0.386831	0.324925	0.321799	0.342988	0.162399	0.309076	0.268058	0.255681	0.263017	0.132253	0.233084	0.184926	0.205045	0.153642	0.196937	0.189984	0.119159	0.163584	0.146821	0.132235	0.140746	0.104461	0.137744	0.10941	0.134827	0.117608	0.130032	0.126805	0.0984644	0.103025	0.0901689	0.0863497
0.960911	0.974853	0.27742	0.952173	0.89576	0.832493	0.749427	0.620679	0.640607	0.449479	0.549841	0.50224	0.502923	0.498265	0.175686	0.454074	0.392874	0.367133	0.305723	0.303602	0.328355	0.149695	0.296088	0.253445	0.241636	0.250648	0.121177	0.221653	0.172709	0.194282	0.144331	0.186473	0.179803	0.10998	0.153985	0.137731	0.123963	0.131848	0.0959762	0.12915	0.101154	0.126467	0.109612	0.121998	0.119008	0.0908544	0.0953912	0.0827401
0.906459	0.927331	0.952173	0.252396	0.931679	0.86598	0.798275	0.713866	0.584805	0.608196	0.417841	0.521734	0.475711	0.479681	0.480926	0.160161	0.439331	0.374394	0.348823	0.288006	0.286752	0.314949	0.13837	0.284196	0.239941	0.22871	0.239318	0.111244	0.211196	0.161501	0.18448	0.136034	0.176912	0.170516	0.101749	0.14526	0.129518	0.116568	0.123788	0.0883602	0.121381	0.0937487	0.118924	0.102449	0.114772	0.112006	0.0840435	0.0885504
0.826547	0.868501	0.89576	0.931679	0.230118	0.913104	0.837789	0.765705	0.680162	0.551037	0.57797	0.388637	0.495754	0.451125	0.458116	0.465137	0.146387	0.425846	0.357117	0.331805	0.271682	0.27115	0.302653	0.128293	0.273288	0.227457	0.21682	0.228936	0.102349	0.20162	0.15122	0.175551	0.128656	0.168175	0.162046	0.0943784	0.137329	0.122103	0.109965	0.116488	0.081533	0.114363	0.0871167	0.112124	0.0960391	0.108279	0.105724	0.0779559
0.699088	0.786949	0.832493	0.86598	0.913104	0.210307	0.896196	0.810997	0.734651	0.648223	0.519296	0.549836	0.36176	0.471781	0.428356	0.43808	0.450719	0.134176	0.413462	0.340933	0.315988	0.256662	0.256703	0.291358	0.119338	0.263261	0.215912	0.205887	0.219413	0.0943911	0.192841	0.141789	0.167415	0.122109	0.160186	0.154318	0.0877854	0.130116	0.115406	0.104076	0.109877	0.0754177	0.10802	0.0811818	0.105994	0.0903093	0.102446	0.10009
0.712358	0.658744	0.749427	0.798275	0.837789	0.896196	0.192699	0.880721	0.785434	0.704997	0.617963	0.489506	0.5237	0.337102	0.449692	0.407279	0.419435	0.437502	0.123351	0.402034	0.325744	0.30129	0.242862	0.243325	0.280958	0.11139	0.254018	0.205229	0.195836	0.210667	0.0872763	0.18478	0.133136	0.159993	0.116306	0.152872	0.147261	0.0818915	0.123552	0.109358	0.0988259	0.103885	0.0699418	0.102287	0.0758727	0.100465	0.085189	0.0972058
0.520451	0.675297	0.620679	0.713866	0.765705	0.810997	0.880721	0.177049	0.866464	0.760949	0.676645	0.589309	0.461594	0.499466	0.314545	0.429364	0.387776	0.40205	0.425334	0.113751	0.391434	0.311462	0.287635	0.230201	0.230932	0.271359	0.104338	0.245473	0.195338	0.186597	0.202622	0.0809163	0.177363	0.125193	0.153215	0.111169	0.146168	0.140812	0.076624	0.117571	0.10389	0.0941458	0.0984496	0.0650381	0.0970981	0.0711231	0.0954737	0.0806131
0.612916	0.483651	0.640607	0.584805	0.680162	0.734651	0.785434	0.866464	0.163132	0.853232	0.737408	0.649507	0.562194	0.435489	0.477036	0.293973	0.410676	0.369732	0.38581	0.414076	0.105228	0.381549	0.298013	0.274956	0.218602	0.219448	0.262475	0.0980838	0.237548	0.186175	0.178105	0.195207	0.0752298	0.170524	0.117899	0.147015	0.106625	0.140014	0.134909	0.0719155	0.112113	0.0989406	0.089972	0.0935115	0.0606445	0.0923965	0.066872	0.0909631
0.561655	0.580196	0.449479	0.608196	0.551037	0.648223	0.704997	0.760949	0.853232	0.150746	0.840851	0.714697	0.623513	0.53656	0.411122	0.456313	0.275262	0.393508	0.353042	0.370609	0.403604	0.0976523	0.372279	0.285329	0.263186	0.207993	0.208803	0.254226	0.0925354	0.230172	0.177681	0.170299	0.188361	0.0701424	0.164204	0.111197	0.141334	0.102607	0.134355	0.129499	0.0677047	0.107124	0.0944547	0.0862469	0.0890182	0.0567046	0.0881292	0.0630641
